Filename,Chunk Size,Generated Question,dynamic_tinybert_q_a_1024_1 Docs,dynamic_tinybert_q_a_1024_3 Docs,dynamic_tinybert_q_a_1024_5 Docs,dynamic_tinybert_q_a_1024_10 Docs,gpt2-medium_q_a_1024_gpt2-medium_q_a_1024_1 Docs,gpt2-medium_q_a_1024_gpt2-medium_q_a_1024_10 Docs,gpt2-medium_q_a_1024_gpt2-medium_q_a_1024_3 Docs,gpt2-medium_q_a_1024_gpt2-medium_q_a_1024_5 Docs,t5-base_q_a_1024_t5-base_q_a_1024_1 Docs,t5-base_q_a_1024_t5-base_q_a_1024_10 Docs,t5-base_q_a_1024_t5-base_q_a_1024_3 Docs,t5-base_q_a_1024_t5-base_q_a_1024_5 Docs
icsa-24-074-07_chunk_11.txt,1024,What is the potential impact of the vulnerability if it is exploited,User interaction is not needed for exploitation,memory leak,memory leak,high attack complexity,of-bounds reads due to integer overflows. This could lead,CISA at this,7.8 has been assigned,7.8 has been assigned,Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android,"Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability, CVE-2021-40444",Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android Versions: Android,True
aa23-250a_chunk_0.txt,1024,What is the purpose of removing unnecessary accounts from an enterprise,disabled) accounts and groups from the enterprise that are no longer needed,authentication can occur outside of an organization’s known infrastructure,mitigating attack vectors,mitigating attack vectors,"23-250A STIX XML (XML, 69.24 KB",.g,"6, 2021",.g,True,True,True,True
aa21-356a_chunk_3.txt,1024,What type(s) of OT devices are most susceptible,Affected internet-facing devices,Affected internet-facing devices,Affected internet-facing devices,Affected internet-facing devices,"CCCS, CERT NZ, NZ NCSC","CCCS, CERT NZ, NZ NCSC","CCCS, CERT NZ, NZ NCSC","CCCS, CERT NZ, NZ NCSC","Affected internet-facing devices as well as laptops, desktops, and tablets are especially susceptible to exploitation of these vulnerabilities","Affected internet-facing devices as well as laptops, desktops, and tablets are especially susceptible to exploitation of these vulnerabilities","Affected internet-facing devices as well as laptops, desktops, and tablets are especially susceptible to exploitation of these vulnerabilities","Affected internet-facing devices as well as laptops, desktops, and tablets are especially susceptible to exploitation of these vulnerabilities"
icsa-24-102-08_chunk_0.txt,1024,What is the purpose of using the PATH Traversal vulnerability  How can it be used to exploit the vulnerability and achieve remote execution,allowing to modify files and folders outside the intended root directory,It is recommended to apply a patch,It is recommended to apply a patch,extortion of the organization,3.2 Vulnerability Overview 3.,"enumerate accessible network shares in a domain.[21],[22",2022-3545 has been assigned to this vulnerability,2022-3545 has been assigned to this vulnerability,IMPROPER LIMITATION OF A PATHNAME TO A RESTRICTED DIRECTORY,3.2.38 NON-EXIT ON FAILED INITIALIZATION CWE-416,IMPROPER LIMITATION OF A PATHNAME TO A RESTRICTED DIRECTORY,Obtain Capabilities: Exploitation
aa23-187a_chunk_4.txt,1024,What is the best way to protect sensitive data in an environment that is segmented and has multiple layers of security,Privacy & Use policy,Privacy & Use policy,Privacy & Use policy,Privacy & Use policy,"does not constitute or imply endorsement, recommendation","does not constitute or imply endorsement, recommendation","does not constitute or imply endorsement, recommendation","does not constitute or imply endorsement, recommendation",Strong passwords or Active Directory authentication,Strong passwords or Active Directory authentication,Strong passwords or Active Directory authentication,Strong passwords or Active Directory authentication
aa22-320a_chunk_3.txt,1024,What is the purpose of creating non -privileged account for users,ensure they use the non-privileged accounts for all non-privileged access,ensure they use the non-privileged accounts for all non-privileged access,ensure they use the non-privileged accounts for all non-privileged access,ensure they use the non-privileged accounts for all non-privileged access,.g,.g,.g,.g,"Create non-privileged accounts for privileged users and ensure they use the non-privileged accounts for all non-privileged access (e.g., web browsing, email access)","Create non-privileged accounts for privileged users and ensure they use the non-privileged accounts for all non-privileged access (e.g., web browsing, email access)","Create non-privileged accounts for privileged users and ensure they use the non-privileged accounts for all non-privileged access (e.g., web browsing, email access)","Create non-privileged accounts for privileged users and ensure they use the non-privileged accounts for all non-privileged access (e.g., web browsing, email access)"
aa23-319a_chunk_3.txt,1024,What are some mitigative measures that network administrators can implement to protect their systems and networks from ransomware attacks,"FBI, CISA, and the MS-ISAC","FBI, CISA, and the MS-ISAC","FBI, CISA, and the MS-ISAC","FBI, CISA, and the MS-ISAC","2.A, 2.E]. For example","2.A, 2.E]. For example","2.A, 2.E]. For example","2.A, 2.E]. For example",VALIDATE SECURITY CONTROLS,VALIDATE SECURITY CONTROLS,VALIDATE SECURITY CONTROLS,VALIDATE SECURITY CONTROLS
ar23-074a_chunk_5.txt,1024,What are the different types of malware reports that Cisa offers,cybersecurity incidents,intrusions,1-888-282-0870,mitigation guidance and recommended practices,.e,CISA at this,"6, 2021",235-8832) Central@cisa,Malware samples can be submitted via three methods: Web: https://malware.us-cert.gov E-Mail: submit@malware.us-cert.gov FTP: ftp.malware.us-cert.gov,Top 10 Routinely Exploited Vulnerabilities,Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020,True
icsa-24-046-11_chunk_7.txt,1024,What is the purpose of the `bts dio` function in `drivers/btdio/bts Dio.h`,to achieve local privilege escalation,to achieve local privilege escalation,to achieve local privilege escalation,to achieve local privilege escalation,OF-BOUNDS READ CWE-125 An out,OF-BOUNDS READ CWE-125 An out,OF-BOUNDS READ CWE-125 An out,OF-BOUNDS READ CWE-125 An out,a privileged local user could use this flaw to cause a kernel panic,a privileged local user could use this flaw to cause a kernel panic,a privileged local user could use this flaw to cause a kernel panic,a privileged local user could use this flaw to cause a kernel panic
aa23-165a_chunk_0.txt,1024,What is the purpose of this cybersecurity advisory   What are the key takeaways from the passage,observed activity in LockBit ransomware incidents,observed activity in LockBit ransomware incidents,observed activity in LockBit ransomware incidents,Privacy & Use policy,LockBit 3,CISA at this,LockBit 3,LockBit 3,detailing observed activity in LockBit ransomware incidents and providing recommended mitigations,detailing observed activity in LockBit ransomware incidents and providing recommended mitigations,detailing observed activity in LockBit ransomware incidents and providing recommended mitigations,detailing observed activity in LockBit ransomware incidents and providing recommended mitigations
icsa-24-074-07_chunk_8.txt,1024,What is the potential impact of CWE vulnerabilities in the context of Android operating system,User interaction is not needed for exploitation,User interaction is not needed for exploitation,User interaction is not needed for exploitation,User interaction is not needed for exploitation,calculated; the CVSS vector string is,calculated; the CVSS vector string is,calculated; the CVSS vector string is,calculated; the CVSS vector string is,3.2.106 IMPROPER PERMISSION ASSIGNMENT FOR CRITICAL RESOURCE CWE-732,3.2.106 IMPROPER PERMISSION ASSIGNMENT FOR CRITICAL RESOURCE CWE-732,3.2.106 IMPROPER PERMISSION ASSIGNMENT FOR CRITICAL RESOURCE CWE-732,3.2.106 IMPROPER PERMISSION ASSIGNMENT FOR CRITICAL RESOURCE CWE-732
aa23-075a_chunk_0.txt,1024,What are the TIDs of Lock Bit  4 ransomware,LockBit 3.0,LockBit 3.0,LockBit 3.0,LockBit 3.0,.0 attempts,.0 attempts,.0 attempts,.0 attempts,True,legitimate freeware and open-source tools LockBit affiliates have repurposed for ransomware operations,legitimate freeware and open-source tools LockBit affiliates have repurposed for ransomware operations,legitimate freeware and open-source tools LockBit affiliates have repurposed for ransomware operations
aa23-144a_chunk_3.txt,1024,"What is the purpose of enabling the ""Include Command Line in Process Creation Events"" option in Windows event logs",to remove evidence of their intrusion activity,to remove evidence of their intrusion activity,to remove evidence of their intrusion activity,to remove evidence of their intrusion activity,"” tools, such","” tools, such","” tools, such","” tools, such",True,True,True,True
aa23-059a_chunk_5.txt,1024,What is the best way to mitigate the attack vector of unauthorized access attempts through the implementation of a principle- of-least-privilege approach,Grant standard user rights for standard user tasks,Grant standard user rights for standard user tasks,Grant standard user rights for standard user tasks,Grant standard user rights for standard user tasks,e.g,e.g,e.g,e.g,True,True,True,True
aa23-187a_chunk_0.txt,1024,What is the purpose of using TrueBot malware to steal sensitive information,identifying the presence of security debugger tools,identifying the presence of security debugger tools,identifying the presence of security debugger tools,identifying the presence of security debugger tools,.g,.g,.g,.g,Truebot infection is to exfiltrate sensitive data from the compromised host(s) for financial gain,Truebot infection is to exfiltrate sensitive data from the compromised host(s) for financial gain,Truebot infection is to exfiltrate sensitive data from the compromised host(s) for financial gain,Truebot infection is to exfiltrate sensitive data from the compromised host(s) for financial gain
icsa-24-074-07_chunk_4.txt,1024,What is the potential impact of the vulnerability if user interactions are not required for the exploit,User interaction is not needed for exploitation,User interaction is not needed for exploitation,User interaction is not needed for exploitation,User interaction is not needed for exploitation,"Android-10, Android-11, Android-8","Android-10, Android-11, Android-8","Android-10, Android-11, Android-8","Android-10, Android-11, Android-8","Android Versions: Android-11, Android-11, Android-11, Android-8.1, Android-9, Android-10, Android-11, Android-8.1","Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability, CVE-2021-40444 Multiple Windows products","Android Versions: Android-11, Android-11, Android-11, Android-8.1, Android-9, Android-10, Android-11, Android-8.1","Android Versions: Android-11, Android-11, Android-11, Android-8.1, Android-9, Android-10, Android-11, Android-8.1"
aa23-278a_chunk_8.txt,1024,What is the purpose of providing the information requested in an incident report,"search for text files, spreadsheets, documents, and configuration files","search for text files, spreadsheets, documents, and configuration files","search for text files, spreadsheets, documents, and configuration files","search for text files, spreadsheets, documents, and configuration files",&CK Techniques,&CK Techniques,&CK Techniques,&CK Techniques,ATT&CK Techniques for Enterprise – Initial Access External Remote Services T1133 Malicious actors use scripting languages to obscure their actions and bypass allowlisting,ATT&CK Techniques for Enterprise – Initial Access External Remote Services T1133 Malicious actors use scripting languages to obscure their actions and bypass allowlisting,ATT&CK Techniques for Enterprise – Initial Access External Remote Services T1133 Malicious actors use scripting languages to obscure their actions and bypass allowlisting,ATT&CK Techniques for Enterprise – Initial Access External Remote Services T1133 Malicious actors use scripting languages to obscure their actions and bypass allowlisting
icsa-24-074-07_chunk_5.txt,1024,What is the potential impact of these vulnerabilities if they are exploited,local escalation of privilege with no additional execution privileges needed,memory leak,memory leak,high attack complexity,calculated; the CVSS vector string is,CISA at this,7.8 has been assigned,7.8 has been assigned,"Android Versions: Android Versions: Android-11, Android-8.1, Android-9, Android-10, Android-11, Android-8.1","Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability, CVE-2021-40444",Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020,Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020
aa23-250a_chunk_5.txt,1024,What is the minimum password length requirement for user passwords,16 characters,16 characters,16 characters,16 characters,"escalations and role changes, as well","escalations and role changes, as well","escalations and role changes, as well","escalations and role changes, as well",16 characters,16 characters,16 characters,16 characters
aa22-117a_chunk_0.txt,1024,What are the Top Five most frequently reported vulnerabilities exploited against Microsoft products in that year,CVEs,CVEs,CVEs,CVEs,.S,.S,.S,.S,CVE-2021-44228,Microsoft Exchange Server 2013 Cumulative Update 23 Microsoft Exchange Server 2016 Cumulative Updates 19 and 20 Microsoft Exchange Server 2019 Cumulative Updates,CVE-2021-44228,CVE-2021-44228
aa23-074a_chunk_2.txt,1024,What is the purpose of dropping the malicious payload in C:\\Windows\\Temp\\ directory,may indicate hidden malicious activity on the network,may indicate hidden malicious activity on the network,may indicate hidden malicious activity on the network,may indicate hidden malicious activity on the network,xesmartshell.tmp and SortVistaCompat have the capability,xesmartshell.tmp and SortVistaCompat have the capability,xesmartshell.tmp and SortVistaCompat have the capability,xesmartshell.tmp and SortVistaCompat have the capability,True,True,True,True
icsa-24-046-11_chunk_9.txt,1024,What is the purpose of upgrading to version v14 or  v 7 5,Users unable to upgrade should ensure that all relevant certificates are manually checked,Users unable to upgrade should ensure that all relevant certificates are manually checked,Enhance monitoring of network and email traffic,Enhance monitoring of network and email traffic,1.5,dhs.gov (UNCLASS) CISA encourages you,1.5,dhs.gov (UNCLASS) CISA encourages you,Users are encouraged to upgrade to v1.4.5 or v1.5.1,True,We recommend upgrading the kernel past commit df3f3bb5059d20eef094d6bbf4127a859,True
aa22-320a_chunk_2.txt,1024,What are the potential risks associated if credentials are stored in the password store or browser,improper locations,improper locations,improper locations,improper locations,e.g,e.g,e.g,e.g,True,True,True,True
aa20-245a_chunk_2.txt,1024,What are some best practices to implement to mitigate the risk of remote access vulnerabilities,General Recommendations and Best Practices Prior to an Incident Properly implemented defensive techniques and programs,General Recommendations and Best Practices Prior to an Incident Properly implemented defensive techniques and programs,Implement a Mandatory Access Control Model,Implement a Mandatory Access Control Model,.g,.g,.g,.g,Implement secure remote desktop gateway solutions,Implement secure remote desktop gateway solutions,Implement secure remote desktop gateway solutions,Implement secure remote desktop gateway solutions
aa24-038a_chunk_7.txt,1024,What are the best security practices for managing privileged service credentials in a hybrid cloud and local environment,frequently abused to enable broad cloud resource access and persistence,frequently abused to enable broad cloud resource access and persistence,frequently abused to enable broad cloud resource access and persistence,frequently abused to enable broad cloud resource access and persistence,e.g,e.g,e.g,e.g,"Ensure that sensitive accounts use their administrator credentials only on hardened, secure computers","Ensure that sensitive accounts use their administrator credentials only on hardened, secure computers","Ensure that sensitive accounts use their administrator credentials only on hardened, secure computers","Ensure that sensitive accounts use their administrator credentials only on hardened, secure computers"
icsa-23-166-11_chunk_4.txt,1024,What is an example of a malicious file or payload that could exploit the CWE vulnerabilities mentioned in this passage,CVE-2022-20566,CVE-2022-20566,CVE-2022-20566,CVE-2022-20566,.g,.g,.g,.g,l2cap_chan_put,l2cap_chan_put,l2cap_chan_put,l2cap_chan_put
aa20-301a_chunk_0.txt,1024,What is the purpose of using spear phishing to initially gain access to victims networks,to exfiltrate desired information,to collect information from victim environments,to collect information from victim environments,extortion of the organization,in-the-Browser [T1185,"enumerate accessible network shares in a domain.[21],[22","6, 2021","6, 2021",Kimsuky is most likely to use spearphishing to gain initial access into victim hosts or networks,True,Kimsuky is most likely to use spearphishing to gain initial access into victim hosts or networks,Kimsuky is most likely to use spearphishing to gain initial access into victim hosts or networks
aa23-059a_chunk_0.txt,1024,What was the purpose of conducting the Cisa red-team assessment   What were the tactics used by the Red team,to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs),"’s tactics, techniques","’s tactics, techniques","’s tactics, techniques","’s tactics, techniques",to provide network defenders recommendations for improving their organization’s cyber posture,to provide network defenders recommendations for improving their organization’s cyber posture,to provide network defenders recommendations for improving their organization’s cyber posture,to provide network defenders recommendations for improving their organization’s cyber posture
aa24-038a_chunk_8.txt,1024,What are the best practices for collecting and storing logs related  to OT activities,collect network traffic and communications between those assets and other assets,collect network traffic and communications between those assets and other assets,collect network traffic and communications between those assets and other assets,collect network traffic and communications between those assets and other assets,e.g,e.g,e.g,e.g,False,False,False,False
aa22-055a_chunk_4.txt,1024,What is the purpose of this persistence file,To report suspicious or criminal activity,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,extortion of the organization,"related to these threats, contact CISA at Central@cisa","enumerate accessible network shares in a domain.[21],[22","6, 2021","6, 2021",Path Telegram Session Persistence File (Obfuscated) %LocalAppData%MicrosoftWindowsOutlookDataPlus.txt,ssh.exe on a recurring basis,Path Telegram Session Persistence File (Obfuscated) %LocalAppData%MicrosoftWindowsOutlookDataPlus.txt,ssh.exe on a recurring basis
aa20-352a_chunk_1.txt,1024,What is the purpose of using obfuscated files or information for C&C communication,to obscure C2 communications,to obscure C2 communications,Use protection capabilities to stop malicious activity,extortion of the organization,"6, 2021","enumerate accessible network shares in a domain.[21],[22","6, 2021",dhs.gov (UNCLASS) CISA encourages you,obscure C2 communications,True,A local attacker could use this to cause a denial of service (system crash) or execute arbitrary code,Embedded Payloads
aa24-109a_chunk_2.txt,1024,"What is the purpose of using the ""net group"" command in the context of acquiring detailed information about domain groups",to attempt to find domain level groups and permission settings,to attempt to find domain level groups and permission settings,to attempt to find domain level groups and permission settings,to attempt to find domain level groups and permission settings,.e,.e,.e,.e,Domain Trust Discovery T1482 Akira threat actors use the net Windows command to enumerate domain information,Domain Trust Discovery T1482 Akira threat actors use the net Windows command to enumerate domain information,Domain Trust Discovery T1482 Akira threat actors use the net Windows command to enumerate domain information,Domain Trust Discovery T1482 Akira threat actors use the net Windows command to enumerate domain information
aa23-158a_chunk_4.txt,1024,What information can the authorities request from the public in order to investigate the MOVEi Transfer vulnerability,any information that can be shared,any information that can be shared,any information that can be shared,any information that can be shared,/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,/or fund illicit activities. Regardless,"FBI is seeking any information that can be shared, to include boundary logs showing communication to and from foreign IP addresses, a sample ransom note, communications with CL0P group actors, Bitcoin wallet information, decryptor files, and/or a benign sample of an encrypted file","FBI is seeking any information that can be shared, to include boundary logs showing communication to and from foreign IP addresses, a sample ransom note, communications with CL0P group actors, Bitcoin wallet information, decryptor files, and/or a benign sample of an encrypted file","FBI is seeking any information that can be shared, to include boundary logs showing communication to and from foreign IP addresses, a sample ransom note, communications with CL0P group actors, Bitcoin wallet information, decryptor files, and/or a benign sample of an encrypted file","FBI is seeking any information that can be shared, to include boundary logs showing communication to and from foreign IP addresses, a sample ransom note, communications with CL0P group actors, Bitcoin wallet information, decryptor files, and/or a benign sample of an encrypted file"
aa20-245a_chunk_1.txt,1024,What is the potential impact of not collecting log and event data,key information about the incident may not be determinable,key information about the incident may not be determinable,key information about the incident may not be determinable,key information about the incident may not be determinable,outbound network traffic as well,outbound network traffic as well,outbound network traffic as well,outbound network traffic as well,False,False,False,False
aa23-136a_chunk_2.txt,1024,What is the purpose of retrieving a detailed list  of domain trusts,BianLian group actors retrieved a list of domain controllers,BianLian group actors retrieved a list of domain controllers,BianLian group actors retrieved a list of domain controllers,BianLian group actors retrieved a list of domain controllers,workstations,workstations,workstations,workstations,BianLian group actors retrieved a list of domain trust relationships used to identify lateral movement opportunities in Windows multi-domain/forest environments,BianLian group actors retrieved a list of domain trust relationships used to identify lateral movement opportunities in Windows multi-domain/forest environments,BianLian group actors retrieved a list of domain trust relationships used to identify lateral movement opportunities in Windows multi-domain/forest environments,BianLian group actors retrieved a list of domain trust relationships used to identify lateral movement opportunities in Windows multi-domain/forest environments
aa23-339a_chunk_1.txt,1024,What is the purpose of using RC exe and fsc. exe to scan a subnet,to hide the newly created config.jsp web shell,to hide the newly created config.jsp web shell,to hide the newly created config.jsp web shell,extortion of the organization,1140 Threat,"enumerate accessible network shares in a domain.[21],[22",1140 Threat,1140 Threat,Detecting Viruses,Detecting Viruses,Detecting Viruses,Detecting Viruses
icsa-24-046-11_chunk_1.txt,1024,What is the purpose of setting a specific size for `$state_file` in `logrotate`,to prevent parallel executions,to prevent parallel executions,to prevent parallel executions,to prevent parallel executions,2022-4904 has been assigned to this vulnerability,2022-4904 has been assigned to this vulnerability,2022-4904 has been assigned to this vulnerability,2022-4904 has been assigned to this vulnerability,to prevent parallel executions of multiple instances of logrotate,$state_file,to prevent parallel executions of multiple instances of logrotate,to prevent parallel executions of multiple instances of logrotate
icsa-24-046-15_chunk_3.txt,1024,What is the purpose of using mod proxy with the Apache web server,HTTP request smuggling attack,HTTP request smuggling attack,HTTP request smuggling attack,HTTP request smuggling attack,2023-28320 has been assigned to this vulnerability,2023-28320 has been assigned to this vulnerability,2023-28320 has been assigned to this vulnerability,2023-28320 has been assigned to this vulnerability,allowing unauthorized access to sensitive information,allowing unauthorized access to sensitive information,allowing unauthorized access to sensitive information,allowing unauthorized access to sensitive information
aa23-278a_chunk_1.txt,1024,What is the purpose of enabling web enrollment for an Active directory certificate authority (CA),non-administrative tasks increases the account’s exposure,non-administrative tasks increases the account’s exposure,non-administrative tasks increases the account’s exposure,non-administrative tasks increases the account’s exposure,.g,.g,.g,.g,"manage Public Key Infrastructure (PKI) certificates, keys, and encryption inside of Active Directory (AD) environments","manage Public Key Infrastructure (PKI) certificates, keys, and encryption inside of Active Directory (AD) environments","manage Public Key Infrastructure (PKI) certificates, keys, and encryption inside of Active Directory (AD) environments","manage Public Key Infrastructure (PKI) certificates, keys, and encryption inside of Active Directory (AD) environments"
aa21-356a_chunk_0.txt,1024,What are the recommended mitigatory actions for organizations and vendors to address the vulnerability posed  by Apaches  Log  4 j library,response recommendations,response recommendations,response recommendations,response recommendations,"According to public reporting, CVE-2021","According to public reporting, CVE-2021","According to public reporting, CVE-2021","According to public reporting, CVE-2021",CVE-2021-44228,CVE-2021-44228,CVE-2021-44228,CVE-2021-44228
aa21-356a_chunk_2.txt,1024,What are the steps that should be taken to mitigate this Log  4 vulnerability,"If compromise is detected, organizations should: Initiate incident response procedures","If compromise is detected, organizations should: Initiate incident response procedures","If compromise is detected, organizations should: Initiate incident response procedures","If compromise is detected, organizations should: Initiate incident response procedures",.S,.S,.S,.S,True,True,True,True
aa23-165a_chunk_5.txt,1024,What are the key mitigatory controls mentioned in Figure three that help prevent lateral movements of malware,Stopping Ransomware Using Layered Mitigations,Stopping Ransomware Using Layered Mitigations,Stopping Ransomware Using Layered Mitigations,Stopping Ransomware Using Layered Mitigations,.g,.g,.g,.g,True,Table 11: Lateral Movement Remote Services: Remote Desktop Protocol T1021.001 Ngrok was used to establish an RDP connection with the ServiceDesk system,True,Table 11: Lateral Movement Remote Services: Remote Desktop Protocol T1021.001 Ngrok was used to establish an RDP connection with the ServiceDesk system
aa22-277a_chunk_1.txt,1024,What is the purpose of using a strong 51-byte AES encryption key in this scenario,The actors employed CovalentStealer to exfiltrate the files,The actors employed CovalentStealer to exfiltrate the files,The actors employed CovalentStealer to exfiltrate the files,The actors employed CovalentStealer to exfiltrate the files,exfiltrate the files. Proxy T1090 Actors are known,exfiltrate the files. Proxy T1090 Actors are known,exfiltrate the files. Proxy T1090 Actors are known,exfiltrate the files. Proxy T1090 Actors are known,256-bit AES key for encryption,encrypting,256-bit AES key for encryption,256-bit AES key for encryption
aa23-320a_chunk_0.txt,1024,What are the tactics that Scatter Spider uses to gain initial and lateral access into a network,MITRE ATT&CK,MITRE ATT&CK,MITRE ATT&CK,MITRE ATT&CK,’s Decider Tool. Overview Scattered Spider (also known,’s Decider Tool. Overview Scattered Spider (also known,’s Decider Tool. Overview Scattered Spider (also known,’s Decider Tool. Overview Scattered Spider (also known,True,True,True,True
aa22-055a_chunk_3.txt,1024,What is an effective way to mitigate the risk of malicious activities using open-source tools,Iranian intel cyber suite of malware,Iranian intel cyber suite of malware,Iranian intel cyber suite of malware,Iranian intel cyber suite of malware,32.18 Traffic obfuscation,32.18 Traffic obfuscation,32.18 Traffic obfuscation,32.18 Traffic obfuscation,a python-telegram-bot module,Use of PowerShell and batch scripts,Use of PowerShell and batch scripts,Use of PowerShell and batch scripts
aa23-165a_chunk_3.txt,1024,What is the purpose of clearing Windows event logs   What are the indicators that are removed by clearing event log,T1070.001 LockBit executable,T1070.001 LockBit executable,T1070.001 LockBit executable,T1070.001 LockBit executable,&CK Techniques,&CK Techniques,&CK Techniques,&CK Techniques,LockBit executable clears the Windows Event Logs files,LockBit executable clears the Windows Event Logs files,LockBit executable clears the Windows Event Logs files,LockBit executable clears the Windows Event Logs files
aa23-325a_chunk_2.txt,1024,What is the purpose of saving the registry keys to files,attempt to establish sessions via Windows Remote Management,attempt to establish sessions via Windows Remote Management,attempt to establish sessions via Windows Remote Management,attempt to establish sessions via Windows Remote Management,a.bat specifies that the file a,a.bat specifies that the file a,a.bat specifies that the file a,a.bat specifies that the file a,HKLMSYSTEM registry hive into the C:WindowsTasksem directory,HKLMSYSTEM registry hive into the C:WindowsTasksem directory,HKLMSYSTEM registry hive into the C:WindowsTasksem directory,HKLMSYSTEM registry hive into the C:WindowsTasksem directory
icsa-23-222-07_chunk_3.txt,1024,What is the recommended method for protecting the control network from unauthorized access,Siemens recommends protecting network access to devices with appropriate mechanisms,compromising the SAML signing certificate using their escalated Active Directory privileges,Use encrypted services,Use encrypted services,cisa.gov,.g,"6, 2021",.g,Disable CRL (certification revocation list) checking,True,T1072 Software Deployment Tools Defender Control Disables Microsoft Defender.,T1072 Software Deployment Tools Defender Control Disables Microsoft Defender.
aa22-055a_chunk_0.txt,1024,What are the indicators that suggest that a system may be compromised by Muddywater,MAR-10369127.r1.v1,MAR-10369127.r1.v1,MAR-10369127.r1.v1,MAR-10369127.r1.v1,10369127-1,10369127-1,10369127-1,10369127-1,True,True,True,True
aa20-275a_chunk_0.txt,1024,What are the vulnerabilities that Chinese State-Sponsored Cyber Actors have exploited in healthcare and financial sectors,"sensitive intellectual property, economic, political, and military information","sensitive intellectual property, economic, political, and military information","sensitive intellectual property, economic, political, and military information","sensitive intellectual property, economic, political, and military information",.S,.S,.S,.S,a variety of industries and organizations in the United States,a variety of industries and organizations in the United States,a variety of industries and organizations in the United States,a variety of industries and organizations in the United States
icsa-24-046-11_chunk_6.txt,1024,What is the purpose of sending specially constructed messages and how can this be used to exploit the vulnerability,could allow a local attacker to crash the system due to a race problem,could allow a local attacker to crash the system due to a race problem,could allow a local attacker to crash the system due to a race problem,could allow a local attacker to crash the system due to a race problem,2023-1380 has been assigned to this vulnerability,2023-1380 has been assigned to this vulnerability,2023-1380 has been assigned to this vulnerability,2023-1380 has been assigned to this vulnerability,To achieve a successful decryption the attacker would need to send a large amount of specially crafted messages to the vulnerable server,To achieve a successful decryption the attacker would need to send a large amount of specially crafted messages to the vulnerable server,To achieve a successful decryption the attacker would need to send a large amount of specially crafted messages to the vulnerable server,To achieve a successful decryption the attacker would need to send a large amount of specially crafted messages to the vulnerable server
icsa-23-166-11_chunk_2.txt,1024,"What is an example of a race conditions vulnerability that could be exploited by a malicious actor using the vulnerability assigned in CVES 2, 14, and 6",CVE-2022-3028,CVE-2022-3524,CVE-2022-3524,CVE-2022-3524,2022-3104 has been assigned to this vulnerability,2022-3545 has been assigned to this vulnerability,2022-3545 has been assigned to this vulnerability,2022-3545 has been assigned to this vulnerability,3.2.28 IMPROPER INPUT VALIDATION CWE-404 A vulnerability has been found in Linux Kernel,3.2.40,3.2.28 IMPROPER INPUT VALIDATION CWE-404 A vulnerability has been found in Linux Kernel,3.2.28 IMPROPER INPUT VALIDATION CWE-404 A vulnerability has been found in Linux Kernel
aa24-038a_chunk_11.txt,1024,What is the purpose of extracting and storing the NTdsdit file on local storage,prioritize obtaining valid credentials,prioritize obtaining valid credentials,prioritize obtaining valid credentials,extortion of the organization,".log file contained user activities on a compromised system, showcasing a combination","enumerate accessible network shares in a domain.[21],[22",".log file contained user activities on a compromised system, showcasing a combination",".log file contained user activities on a compromised system, showcasing a combination",OS Credential Dumping: NTDS T1003.003 Volt Typhoon appears to prioritize obtaining valid credentials by extracting the Active Directory database file,OS Credential Dumping: NTDS T1003.003 Volt Typhoon appears to prioritize obtaining valid credentials by extracting the Active Directory database file,OS Credential Dumping: NTDS T1003.003 Volt Typhoon appears to prioritize obtaining valid credentials by extracting the Active Directory database file,OS Credential Dumping: NTDS T1003.003 Volt Typhoon appears to prioritize obtaining valid credentials by extracting the Active Directory database file
