Filename,Chunk Size,Generated Question,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_1 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_10 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_3 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_5 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_1 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_10 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_3 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_5 Docs,t5-base_q_a_512_t5-base_q_a_512_1 Docs,t5-base_q_a_512_t5-base_q_a_512_10 Docs,t5-base_q_a_512_t5-base_q_a_512_3 Docs,t5-base_q_a_512_t5-base_q_a_512_5 Docs
icsa-24-046-11_chunk_16.txt,512,,If an attacker can control the reference counter and set it to zero,If an attacker can control the reference counter and set it to zero,If an attacker can control the reference counter and set it to zero,If an attacker can control the reference counter and set it to zero,due to incorrect handling,due to incorrect handling,due to incorrect handling,due to incorrect handling,hot-unplug enables a race scenario where the net device backend is cleared before the virtio-net pci frontend has been unplugged,hot-unplug enables a race scenario where the net device backend is cleared before the virtio-net pci frontend has been unplugged,hot-unplug enables a race scenario where the net device backend is cleared before the virtio-net pci frontend has been unplugged,hot-unplug enables a race scenario where the net device backend is cleared before the virtio-net pci frontend has been unplugged
aa23-201a_chunk_4.txt,512,,deleted collected files after exfiltrating them,deleted collected files after exfiltrating them,deleted collected files after exfiltrating them,deleted collected files after exfiltrating them,&CK Techniques,&CK Techniques,&CK Techniques,&CK Techniques,deleted collected files after exfiltrating them,deleted collected files after exfiltrating them,deleted collected files after exfiltrating them,deleted collected files after exfiltrating them
aa23-215a_chunk_2.txt,512,,Confluence vulnerability,Confluence vulnerability,Confluence vulnerability,Confluence vulnerability,CWE-306,CWE-306,CWE-306,CWE-306,CVE-2021-26084,Apache Log4j,CVE-2021-26084,CVE-2021-26084
icsa-24-046-15_chunk_10.txt,512,,initializing a new WorkerImpl,initializing a new WorkerImpl,initializing a new WorkerImpl,initializing a new WorkerImpl,CVSS:3,CVSS:3,CVSS:3,CVSS:3,attackers can modify the isInternal value when an inspector is attached within the Worker constructor before initializing a new WorkerImpl,attackers can modify the isInternal value when an inspector is attached within the Worker constructor before initializing a new WorkerImpl,attackers can modify the isInternal value when an inspector is attached within the Worker constructor before initializing a new WorkerImpl,attackers can modify the isInternal value when an inspector is attached within the Worker constructor before initializing a new WorkerImpl
aa21-209a_chunk_7.txt,512,,to install arbitrary plugins,to install arbitrary plugins,to install arbitrary plugins,to install arbitrary plugins,"4.6, and 8.5.x before 8.5","4.6, and 8.5.x before 8.5","4.6, and 8.5.x before 8.5","4.6, and 8.5.x before 8.5",3.4.5,3.4.5,3.4.5,3.4.5
ar23-209a_chunk_5.txt,512,,giving it the same privileges and access,giving it the same privileges and access,giving it the same privileges and access,giving it the same privileges and access,"Pane 1, shows the malware, in conjunction","Pane 1, shows the malware, in conjunction","Pane 1, shows the malware, in conjunction","Pane 1, shows the malware, in conjunction",'libutil.so' is the SUBMARINE payload,bsmtpd,'libutil.so' is the SUBMARINE payload,bsmtpd
aa23-250a_chunk_0.txt,512,,mitigate malicious cyber activity,mitigate malicious cyber activity,mitigate malicious cyber activity,mitigate malicious cyber activity,"23-250A STIX XML (XML, 69.24 KB","23-250A STIX XML (XML, 69.24 KB","23-250A STIX XML (XML, 69.24 KB","23-250A STIX XML (XML, 69.24 KB","Patch all systems for known exploited vulnerabilities (KEVs), including firewall security appliances","Microsoft Security Update Guide: MSHTML Remote Code Execution Vulnerability, CVE-2021-40444","Patch all systems for known exploited vulnerabilities (KEVs), including firewall security appliances","Patch all systems for known exploited vulnerabilities (KEVs), including firewall security appliances"
ar23-243a_chunk_6.txt,512,,dropbear,dropbear,dropbear,dropbear,getpwuid Linux library,getpwuid Linux library,getpwuid Linux library,getpwuid Linux library,"sessions.log.d is created under /data/local/tmp/, and puts all standard Dropbear files under this directory alongside the custom actor file remove_file.flag","sessions.log.d is created under /data/local/tmp/, and puts all standard Dropbear files under this directory alongside the custom actor file remove_file.flag","sessions.log.d is created under /data/local/tmp/, and puts all standard Dropbear files under this directory alongside the custom actor file remove_file.flag","sessions.log.d is created under /data/local/tmp/, and puts all standard Dropbear files under this directory alongside the custom actor file remove_file.flag"
aa23-165a_chunk_5.txt,512,,privilege escalation,privilege escalation,privilege escalation,privilege escalation,LockBit affiliates may exploit vulnerabilities (e.g,LockBit affiliates may exploit vulnerabilities (e.g,LockBit affiliates may exploit vulnerabilities (e.g,LockBit affiliates may exploit vulnerabilities (e.g,LockBit affiliates enables automatic logon for privilege escalation,to fill the gap in the cybercriminal market leading to an influx of LockBit affiliates,to fill the gap in the cybercriminal market leading to an influx of LockBit affiliates,to fill the gap in the cybercriminal market leading to an influx of LockBit affiliates
aa22-117a_chunk_4.txt,512,,exploitation of Vulnerable Microsoft Exchange servers CCCS Alert Active Exploitation,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,"QuTS hero Windows Server, multiple versions;","6, 2021","6, 2021","6, 2021","Microsoft Security Update Guide: Microsoft Exchange Server Remote Code Execution Vulnerability, CVE-2021-31207",a .NET DLL that is designed to invoke PowerShell to download and execute a file,Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020,Table 3: Resource Development Technique Title ID Use Acquire Infrastructure: Botnet T1583.005 Actors used User-Agent string Hello World as an initial step of the Mirai botnet to later download malicious artifacts
aa23-250a_chunk_6.txt,512,,to later download malicious artifacts,to later download malicious artifacts,to later download malicious artifacts,to later download malicious artifacts,1036.008 Actors attempted,1036.008 Actors attempted,1036.008 Actors attempted,1036.008 Actors attempted,to later download malicious artifacts,to later download malicious artifacts,to later download malicious artifacts,to later download malicious artifacts
aa24-038a_chunk_17.txt,512,,to voluntarily provide situational awareness,to voluntarily provide situational awareness,to voluntarily provide situational awareness,to voluntarily provide situational awareness,e.g,e.g,e.g,e.g,"Closely monitor all connections into OT networks for misuse, anomalous activity, or OT protocols","Closely monitor all connections into OT networks for misuse, anomalous activity, or OT protocols","Closely monitor all connections into OT networks for misuse, anomalous activity, or OT protocols","Closely monitor all connections into OT networks for misuse, anomalous activity, or OT protocols"
aa23-158a_chunk_1.txt,512,,collects information and attempts to communicate with the Command and Control (C2) server,collects information and attempts to communicate with the Command and Control (C2) server,collects information and attempts to communicate with the Command and Control (C2) server,collects information and attempts to communicate with the Command and Control (C2) server,.S,.S,.S,.S,driving global trends in criminal malware distribution,driving global trends in criminal malware distribution,driving global trends in criminal malware distribution,driving global trends in criminal malware distribution
home-network-security_chunk_7.txt,512,,will strengthen the network security of your network,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,"such as viruses, worms","6, 2021","6, 2021","6, 2021",FALSE,TRUE,FALSE,Table 3: Resource Development Technique Title ID Use Acquire Infrastructure: Botnet T1583.005 Actors used User-Agent string Hello World as an initial step of the Mirai botnet to later download malicious artifacts
aa20-245a_chunk_8.txt,512,,Implement Principles of Least Privilege and need-to-know when designing network segments,Implement Principles of Least Privilege and need-to-know when designing network segments,Implement Principles of Least Privilege and need-to-know when designing network segments,Implement Principles of Least Privilege and need-to-know when designing network segments,Sensitive,Sensitive,Sensitive,Sensitive,Implement Principles of Least Privilege and need-to-know when designing network segments,Implement Principles of Least Privilege and need-to-know when designing network segments,Implement Principles of Least Privilege and need-to-know when designing network segments,Implement Principles of Least Privilege and need-to-know when designing network segments
ar23-074a_chunk_9.txt,512,,IP address 137,IP address 137,IP address 137,IP address 137,"NetBIOS ID, adapter information","NetBIOS ID, adapter information","NetBIOS ID, adapter information","NetBIOS ID, adapter information",TRUE,TRUE,TRUE,TRUE
aa23-325a_chunk_8.txt,512,,to maintain and retain multiple copies of sensitive or proprietary data and servers,to maintain and retain multiple copies of sensitive or proprietary data and servers,to maintain and retain multiple copies of sensitive or proprietary data and servers,to maintain and retain multiple copies of sensitive or proprietary data and servers,.g,.g,.g,.g,"maintain and retain multiple copies of sensitive or proprietary data and servers in a physically separate, segmented, and secure location",TRUE,"maintain and retain multiple copies of sensitive or proprietary data and servers in a physically separate, segmented, and secure location","maintain and retain multiple copies of sensitive or proprietary data and servers in a physically separate, segmented, and secure location"
icsa-24-046-11_chunk_9.txt,512,,64 MiB,64 MiB,64 MiB,64 MiB,.g,.g,.g,.g,64 MiB,64 MiB,64 MiB,64 MiB
icsa-24-074-11_chunk_2.txt,512,,"perform a DoS on the GUI, via specifically crafted requests","perform a DoS on the GUI, via specifically crafted requests","perform a DoS on the GUI, via specifically crafted requests","perform a DoS on the GUI, via specifically crafted requests",7.2,7.2,7.2,7.2,"3.2.14 OUT-OF-BOUNDS WRITE CWE-787 A out-of-bounds write in Fortinet FortiOS version 7.2.0 through 7.2.3, FortiOS version 7.0.0 through 7.2.1, FortiProxy version 7.0.0 through 7.0.7, FortiProxy version 7.2.0 through 7.2.2, FortiProxy version 7.0.0 through 7.0.8, FortiProxy all versions 1.1, FortiProxy all versions 1.2, FortiProxy","3.2.14 OUT-OF-BOUNDS WRITE CWE-787 A out-of-bounds write in Fortinet FortiOS version 7.2.0 through 7.2.3, FortiOS version 7.0.0 through 7.2.1, FortiProxy version 7.0.0 through 7.0.7, FortiProxy version 7.2.0 through 7.2.2, FortiProxy version 7.0.0 through 7.0.8, FortiProxy all versions 1.1, FortiProxy all versions 1.2, FortiProxy","3.2.14 OUT-OF-BOUNDS WRITE CWE-787 A out-of-bounds write in Fortinet FortiOS version 7.2.0 through 7.2.3, FortiOS version 7.0.0 through 7.2.1, FortiProxy version 7.0.0 through 7.0.7, FortiProxy version 7.2.0 through 7.2.2, FortiProxy version 7.0.0 through 7.0.8, FortiProxy all versions 1.1, FortiProxy all versions 1.2, FortiProxy","3.2.14 OUT-OF-BOUNDS WRITE CWE-787 A out-of-bounds write in Fortinet FortiOS version 7.2.0 through 7.2.3, FortiOS version 7.0.0 through 7.2.1, FortiProxy version 7.0.0 through 7.0.7, FortiProxy version 7.2.0 through 7.2.2, FortiProxy version 7.0.0 through 7.0.8, FortiProxy all versions 1.1, FortiProxy all versions 1.2, FortiProxy"
aa23-136a_chunk_1.txt,512,,attempt to access an Active Directory domain database,attempt to access an Active Directory domain database,attempt to access an Active Directory domain database,attempt to access an Active Directory domain database,BianLian actors use a portable executable version,BianLian actors use a portable executable version,BianLian actors use a portable executable version,BianLian actors use a portable executable version,TRUE,TRUE,TRUE,TRUE
aa23-061a_chunk_4.txt,512,,to automatically disable admin accounts at the active directory level,to automatically disable admin accounts at the active directory level,to automatically disable admin accounts at the active directory level,to automatically disable admin accounts at the active directory level,in-Time (JIT,in-Time (JIT,in-Time (JIT,in-Time (JIT,Implement a recovery plan to maintain and retain multiple copies of sensitive or proprietary data and servers,Implement a recovery plan to maintain and retain multiple copies of sensitive or proprietary data and servers,Implement a recovery plan to maintain and retain multiple copies of sensitive or proprietary data and servers,Implement a recovery plan to maintain and retain multiple copies of sensitive or proprietary data and servers
aa23-075a_chunk_7.txt,512,,to ensure optimal performance,to ensure optimal performance,to ensure optimal performance,Enterprise framework in this advisory,CISA,CK techniques identified in this advisory,CISA,.g,ensure optimal performance against the MITRE ATT&CK techniques identified in this advisory,Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability,to fill the gap in the cybercriminal market,to fill the gap in the cybercriminal market
aa23-074a_chunk_2.txt,512,,routine for handling requests sent to web servers and delivering content,extortion of the organization,routine for handling requests sent to web servers and delivering content,routine for handling requests sent to web servers and delivering content,.g,"enumerate accessible network shares in a domain.[21],[22",.g,.g,malicious dynamic-link library (DLL) files,malicious dynamic-link library (DLL) files,malicious dynamic-link library (DLL) files,malicious dynamic-link library (DLL) files
icsa-24-074-07_chunk_20.txt,512,,sendLegacyVoicemailNotification of LegacyModeSmsHandler,sendLegacyVoicemailNotification of LegacyModeSmsHandler,sendLegacyVoicemailNotification of LegacyModeSmsHandler,sendLegacyVoicemailNotification of LegacyModeSmsHandler,"-11, Android-12","-11, Android-12","-11, Android-12","-11, Android-12",3.2.129 INCORRECT PERMISSION ASSIGNMENT FOR CRITICAL RESOURCE CWE-909,3.2.129 INCORRECT PERMISSION ASSIGNMENT FOR CRITICAL RESOURCE CWE-909,3.2.129 INCORRECT PERMISSION ASSIGNMENT FOR CRITICAL RESOURCE CWE-909,3.2.129 INCORRECT PERMISSION ASSIGNMENT FOR CRITICAL RESOURCE CWE-909
aa22-320a_chunk_2.txt,512,,to ensure Ngrok’s persistence,to ensure Ngrok’s persistence,to ensure Ngrok’s persistence,to ensure Ngrok’s persistence,"/or permissions on systems and the domain, such","/or permissions on systems and the domain, such","/or permissions on systems and the domain, such","/or permissions on systems and the domain, such",to ensure Ngrok’s persistence should they lose access to a machine during a routine reboot,to ensure Ngrok’s persistence should they lose access to a machine during a routine reboot,to ensure Ngrok’s persistence should they lose access to a machine during a routine reboot,to ensure Ngrok’s persistence should they lose access to a machine during a routine reboot
aa23-165a_chunk_1.txt,512,,18%,18%,18%,18%,LockBit 3,LockBit 3,LockBit 3,LockBit 3,18%,18%,18%,18%
icsa-23-166-11_chunk_16.txt,512,,allows attackers to cause a,allows attackers to cause a,allows attackers to cause a,allows attackers to cause a,score of 5.5 has been assigned,score of 5.5 has been assigned,score of 5.5 has been assigned,score of 5.5 has been assigned,Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications,Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications,Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications,Certificate policy checks are disabled by default in OpenSSL and are not commonly used by applications
aa23-136a_chunk_5.txt,512,,Application controls should prevent installation and execution of portable versions of unauthorized remote access,Application controls should prevent installation and execution of portable versions of unauthorized remote access,Application controls should prevent installation and execution of portable versions of unauthorized remote access,Application controls should prevent installation and execution of portable versions of unauthorized remote access,workstations,workstations,workstations,workstations,install and execution of portable versions of unauthorized remote access and other software,install and execution of portable versions of unauthorized remote access and other software,install and execution of portable versions of unauthorized remote access and other software,install and execution of portable versions of unauthorized remote access and other software
aa23-320a_chunk_0.txt,512,,MITRE ATT&CK tactics and techniques,MITRE ATT&CK tactics and techniques,MITRE ATT&CK tactics and techniques,MITRE ATT&CK tactics and techniques,” button (also known,” button (also known,” button (also known,” button (also known,TRUE,TRUE,TRUE,TRUE
aa24-038a_chunk_5.txt,512,,full domain compromise if the hashes can be cracked offline,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,".dit, the U.S","6, 2021","6, 2021","6, 2021","Volt Typhoon actors have been observed selectively clearing Windows Event Logs [T1070.001], system logs, and other technical artifacts",a .NET DLL that is designed to invoke PowerShell to download and execute a file,"Volt Typhoon actors have been observed selectively clearing Windows Event Logs [T1070.001], system logs, and other technical artifacts",Table 3: Resource Development Technique Title ID Use Acquire Infrastructure: Botnet T1583.005 Actors used User-Agent string Hello World as an initial step of the Mirai botnet to later download malicious artifacts
aa21-209a_chunk_8.txt,512,,vulnerable HTTP POST parameter,vulnerable HTTP POST parameter,vulnerable HTTP POST parameter,vulnerable HTTP POST parameter,SharePoint installations should be reviewed for the presence,SharePoint installations should be reviewed for the presence,SharePoint installations should be reviewed for the presence,SharePoint installations should be reviewed for the presence,vulnerable function/object AsyncUploadHandler,vulnerable function/object AsyncUploadHandler,vulnerable function/object AsyncUploadHandler,vulnerable function/object AsyncUploadHandler
home-network-security_chunk_6.txt,512,,you prevent outside attackers from being able to exploit your home network,you prevent outside attackers from being able to exploit your home network,you prevent outside attackers from being able to exploit your home network,you prevent outside attackers from being able to exploit your home network,number of trial software and applications—referred,number of trial software and applications—referred,number of trial software and applications—referred,number of trial software and applications—referred,a motivated attacker may still be able to intercept a signal that has limited coverage,a motivated attacker may still be able to intercept a signal that has limited coverage,a motivated attacker may still be able to intercept a signal that has limited coverage,a motivated attacker may still be able to intercept a signal that has limited coverage
aa23-213a_chunk_1.txt,512,,allows unauthenticated access to specific application programming interface (API) paths,allows unauthenticated access to specific application programming interface (API) paths,allows unauthenticated access to specific application programming interface (API) paths,allows unauthenticated access to specific application programming interface (API) paths,owa/auth/logoff,owa/auth/logoff,owa/auth/logoff,owa/auth/logoff,make configuration changes to vulnerable systems,make configuration changes to vulnerable systems,make configuration changes to vulnerable systems,make configuration changes to vulnerable systems
ar21-134a_chunk_6.txt,512,,Harden/reduce attack surface of domain controllers,Harden/reduce attack surface of domain controllers,Harden/reduce attack surface of domain controllers,Harden/reduce attack surface of domain controllers,"CISA. Maintain vigilance. In the hours, days","CISA. Maintain vigilance. In the hours, days","CISA. Maintain vigilance. In the hours, days","CISA. Maintain vigilance. In the hours, days",Implement JEA for domain controller access and maintenance,Implement JEA for domain controller access and maintenance,Implement JEA for domain controller access and maintenance,Implement JEA for domain controller access and maintenance
aa20-245a_chunk_5.txt,512,,Create offline backups,Create offline backups,Create offline backups,Create offline backups,.g,.g,.g,.g,"Deploy an anti-malware solution on workstations to prevent spyware, adware, and malware as part of the OS security baseline","Deploy an anti-malware solution on workstations to prevent spyware, adware, and malware as part of the OS security baseline","Deploy an anti-malware solution on workstations to prevent spyware, adware, and malware as part of the OS security baseline","Deploy an anti-malware solution on workstations to prevent spyware, adware, and malware as part of the OS security baseline"
aa20-301a_chunk_3.txt,512,,C:\WINDOWS\msdatl3.inc,C:\WINDOWS\msdatl3.inc,C:\WINDOWS\msdatl3.inc,C:\WINDOWS\msdatl3.inc,1548.002]).[43,1548.002]).[43,1548.002]).[43,1548.002]).[43,deletes exfiltrated data on disk after it is transmitted to its C2 server,deletes exfiltrated data on disk after it is transmitted to its C2 server,deletes exfiltrated data on disk after it is transmitted to its C2 server,deletes exfiltrated data on disk after it is transmitted to its C2 server
aa23-144a_chunk_4.txt,512,,to identify successful logons to the host,to identify successful logons to the host,to identify successful logons to the host,to identify successful logons to the host,.g,.g,.g,.g,TRUE,a .NET DLL that is designed to download and execute a file on the system,TRUE,TRUE
aa23-325a_chunk_1.txt,512,,leading to a vulnerable appliance returning system memory information,leading to a vulnerable appliance returning system memory information,leading to a vulnerable appliance returning system memory information,leading to a vulnerable appliance returning system memory information,"LockBit activity, albeit rarely. Low","LockBit activity, albeit rarely. Low","LockBit activity, albeit rarely. Low","LockBit activity, albeit rarely. Low",returning system memory information,a .NET DLL that is designed to invoke PowerShell to download and execute a file,returning system memory information,returning system memory information
aa23-250a_chunk_8.txt,512,,lateral movement,lateral movement,lateral movement,lateral movement,pings/scans that may attempt,pings/scans that may attempt,pings/scans that may attempt,pings/scans that may attempt,TRUE,TRUE,TRUE,TRUE
aa21-008a_chunk_0.txt,512,,as an initial access vector,as an initial access vector,as an initial access vector,as an initial access vector,.g,.g,.g,.g,TRUE,TRUE,TRUE,TRUE
aa23-059a_chunk_15.txt,512,,between the target organization’s network and the team’s C2 servers,between the target organization’s network and the team’s C2 servers,between the target organization’s network and the team’s C2 servers,between the target organization’s network and the team’s C2 servers,’s C2 servers. Proxy: Domain Fronting T1090,’s C2 servers. Proxy: Domain Fronting T1090,’s C2 servers. Proxy: Domain Fronting T1090,’s C2 servers. Proxy: Domain Fronting T1090,The team used redirectors to redirect C2 traffic between the target organization’s network and the team’s C2 servers,The team used redirectors to redirect C2 traffic between the target organization’s network and the team’s C2 servers,The team used redirectors to redirect C2 traffic between the target organization’s network and the team’s C2 servers,The team used redirectors to redirect C2 traffic between the target organization’s network and the team’s C2 servers
aa21-209a_chunk_0.txt,512,,Microsoft,Microsoft,Microsoft,Microsoft,"2017-11882 affecting Microsoft Office, as long","2017-11882 affecting Microsoft Office, as long","2017-11882 affecting Microsoft Office, as long","2017-11882 affecting Microsoft Office, as long","Microsoft, Pulse, Accellion, VMware, and Fortinet",Top 10 Routinely Exploited Vulnerabilities,"Microsoft, Pulse, Accellion, VMware, and Fortinet","Microsoft, Pulse, Accellion, VMware, and Fortinet"
aa21-062a_chunk_6.txt,512,,Updated Mitigations and Technical Details sections,Updated Mitigations and Technical Details sections,Updated Mitigations and Technical Details sections,Updated Mitigations and Technical Details sections,"19, 2021","19, 2021","19, 2021","19, 2021",Updated Mitigations and Technical Details sections,Updated Mitigations and Technical Details sections,Updated Mitigations and Technical Details sections,Updated Mitigations and Technical Details sections
aa23-339a_chunk_0.txt,512,,"webmail, VPN, and accounts that access critical systems",to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,23-339A STIX JSON (JSON,"6, 2021","6, 2021","6, 2021",FALSE,FALSE,FALSE,FALSE
aa22-320a_chunk_4.txt,512,,Monitor executed commands and arguments,Monitor executed commands and arguments,Monitor executed commands and arguments,Monitor executed commands and arguments,e.g,e.g,e.g,e.g,executed commands and arguments that may search for common password storage locations to obtain user credentials,executed commands and arguments that may search for common password storage locations to obtain user credentials,executed commands and arguments that may search for common password storage locations to obtain user credentials,executed commands and arguments that may search for common password storage locations to obtain user credentials
aa21-356a_chunk_1.txt,512,,increase and continue over an extended period,increase and continue over an extended period,increase and continue over an extended period,increase and continue over an extended period,Log4j version 2.17,Log4j version 2.17,Log4j version 2.17,Log4j version 2.17,CVE-2021-45046,CVE-2021-45046,CVE-2021-45046,CVE-2021-45046
icsa-24-074-07_chunk_11.txt,512,,User interaction is not needed for exploitation,User interaction is not needed for exploitation,User interaction is not needed for exploitation,User interaction is not needed for exploitation,calculated; the CVSS vector string is,calculated; the CVSS vector string is,calculated; the CVSS vector string is,calculated; the CVSS vector string is,"3.2.70 USE AFTER FREE CWE-416 In several functions of MemoryFileSystem.cpp, there is a possible use after free due to a missing permission check","Microsoft Security Update Guide: Windows Print Spooler Remote Code Execution Vulnerability, CVE-2021-40444","3.2.70 USE AFTER FREE CWE-416 In several functions of MemoryFileSystem.cpp, there is a possible use after free due to a missing permission check","3.2.70 USE AFTER FREE CWE-416 In several functions of MemoryFileSystem.cpp, there is a possible use after free due to a missing permission check"
aa23-201a_chunk_0.txt,512,,Citrix CVE-2023-3519,CVE-2022-3534,CVE-2022-3534,CVE-2022-3534,NetScaler ADC appliance. The webshell enabled the actors,7.8 has been assigned,7.8 has been assigned,7.8 has been assigned,FALSE,Print Spooler Remote Code Execution Vulnerability,FALSE,FALSE
aa23-136a_chunk_3.txt,512,,for discovery,extortion of the organization,for discovery,for discovery,Credential Dumping: NTDS T1003,"enumerate accessible network shares in a domain.[21],[22",Credential Dumping: NTDS T1003,Credential Dumping: NTDS T1003,to execute their tools on victim networks,Obtain Capabilities: Malware T1587.001 Actors exploited a known vulnerability (CVE-2022-47966) in the organization’s web server hosting Zoho ManageEngine ServiceDesk Plus,T1072 Software Deployment Tools Defender Control Disables Microsoft Defender. Enables LockBit affiliate actors to bypass Microsoft Defender,Obtain Capabilities: Malware T1587.001 Actors exploited a known vulnerability (CVE-2022-47966) in the organization’s web server hosting Zoho ManageEngine ServiceDesk Plus
aa23-074a_chunk_10.txt,512,,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks,.g,.g,.g,.g,Segment Networks Based on Function,Segment Networks Based on Function,Segment Networks Based on Function,Segment Networks Based on Function
aa23-278a_chunk_14.txt,512,,"Lack of phishing-resistant MFA Mandate MFA, ideally phishing-resistant","Lack of phishing-resistant MFA Mandate MFA, ideally phishing-resistant","Lack of phishing-resistant MFA Mandate MFA, ideally phishing-resistant","Lack of phishing-resistant MFA Mandate MFA, ideally phishing-resistant",’ performance. Repeat the process for all security technologies to obtain a set,’ performance. Repeat the process for all security technologies to obtain a set,’ performance. Repeat the process for all security technologies to obtain a set,’ performance. Repeat the process for all security technologies to obtain a set,"Mandate MFA, ideally phishing-resistant, for privileged users and make MFA a default rather than an opt-in feature","Mandate MFA, ideally phishing-resistant, for privileged users and make MFA a default rather than an opt-in feature","Mandate MFA, ideally phishing-resistant, for privileged users and make MFA a default rather than an opt-in feature","Mandate MFA, ideally phishing-resistant, for privileged users and make MFA a default rather than an opt-in feature"
aa23-347a_chunk_7.txt,512,,Hunts for known SVR-specific scheduled task names,Hunts for known SVR-specific scheduled task names,Hunts for known SVR-specific scheduled task names,Hunts for known SVR-specific scheduled task names,2: - 'Get-WindowsDriver' - '-Online' -,2: - 'Get-WindowsDriver' - '-Online' -,2: - 'Get-WindowsDriver' - '-Online' -,2: - 'Get-WindowsDriver' - '-Online' -,nltest.exe is a .dll that is . able to detect a .dll file in a .dll file . nltest.exe is a .dll file that is . able to detect a .dll file in a .dll file . nltest.exe is a .dll file that is . able to detect a .dll file in a .dll,nltest.exe is a .dll that is . able to detect a .dll file in a .dll file . nltest.exe is a .dll file that is . able to detect a .dll file in a .dll file . nltest.exe is a .dll file that is . able to detect a .dll file in a .dll,nltest.exe is a .dll that is . able to detect a .dll file in a .dll file . nltest.exe is a .dll file that is . able to detect a .dll file in a .dll file . nltest.exe is a .dll file that is . able to detect a .dll file in a .dll,nltest.exe is a .dll that is . able to detect a .dll file in a .dll file . nltest.exe is a .dll file that is . able to detect a .dll file in a .dll file . nltest.exe is a .dll file that is . able to detect a .dll file in a .dll
aa23-250a_chunk_9.txt,512,,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks,DMZ [CPG 2,DMZ [CPG 2,DMZ [CPG 2,DMZ [CPG 2,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks,controlling traffic flows between—and access to—various subnetworks
aa24-038a_chunk_11.txt,512,,INCIDENT RESPONSE,INCIDENT RESPONSE,INCIDENT RESPONSE,INCIDENT RESPONSE,e.g,e.g,e.g,e.g,TRUE,TRUE,TRUE,TRUE
aa20-352a_chunk_3.txt,512,,possible compromised accounts,persistence and escalation mechanisms,persistence and escalation mechanisms,persistence and escalation mechanisms,"6, 2021","6, 2021","6, 2021","6, 2021",Detection: Impossible Travel,Detection: Impossible Travel,Detection: Impossible Travel,Detection: Impossible Travel
ar21-134a_chunk_8.txt,512,,will require the enterprise network to be disconnected from the internet,will require the enterprise network to be disconnected from the internet,will require the enterprise network to be disconnected from the internet,will require the enterprise network to be disconnected from the internet,729-2472) Email,729-2472) Email,729-2472) Email,729-2472) Email,The steps provided in this guidance are resource-intensive and highly complex and will require the enterprise network to be disconnected from the internet for 3–5 days,The steps provided in this guidance are resource-intensive and highly complex and will require the enterprise network to be disconnected from the internet for 3–5 days,The steps provided in this guidance are resource-intensive and highly complex and will require the enterprise network to be disconnected from the internet for 3–5 days,The steps provided in this guidance are resource-intensive and highly complex and will require the enterprise network to be disconnected from the internet for 3–5 days
aa23-215a_chunk_5.txt,512,,furtherance of their respective cybersecurity missions,furtherance of their respective cybersecurity missions,furtherance of their respective cybersecurity missions,furtherance of their respective cybersecurity missions,CPG 1,CPG 1,CPG 1,CPG 1,"to ensure EDR, SIEM, vulnerability scanner, and other similar tools are reporting the same number of assets","to ensure EDR, SIEM, vulnerability scanner, and other similar tools are reporting the same number of assets","to ensure EDR, SIEM, vulnerability scanner, and other similar tools are reporting the same number of assets","to ensure EDR, SIEM, vulnerability scanner, and other similar tools are reporting the same number of assets"
